id,popularity
1,46.696943283081055
2,13.858137130737305
3,0.39172744285315275
4,-0.5897509958595037
5,23.201692581176758
6,41.282734394073486
7,22.824315071105957
8,38.18083620071411
9,35.77123212814331
10,39.848204612731934
11,1.1803486198186874
12,24.707379579544067
13,24.68443202972412
14,45.86530876159668
15,50.24972724914551
16,37.85574913024902
17,37.367980003356934
18,25.215256214141846
19,58.62174987792969
20,11.449516296386719
21,58.814645767211914
22,8.194401860237122
23,37.465545654296875
24,16.90544867515564
25,10.647954225540161
26,27.215516090393066
27,31.852867603302002
28,30.67446804046631
29,28.271246910095215
30,2.8595496118068695
31,28.972905158996582
32,64.81534671783447
33,47.51404285430908
34,48.795494079589844
35,38.65565633773804
36,31.689770698547363
37,44.45917510986328
38,5.675454914569855
39,19.01439070701599
40,30.969882488250732
41,27.35694456100464
42,30.53718900680542
43,41.42449617385864
44,21.713717937469482
45,44.585347175598145
46,54.7691535949707
47,62.66932010650635
48,27.215688705444336
49,23.105025053024292
50,44.354726791381836
51,36.48236274719238
52,7.852356553077698
53,42.740516662597656
54,31.457516193389893
55,34.80907964706421
56,48.17462348937988
57,48.65658187866211
58,32.77163791656494
59,62.88520050048828
60,40.78459453582764
61,47.96154022216797
62,35.523799896240234
63,6.857161521911621
64,54.15991020202637
65,3.8019957840442657
66,44.32072639465332
67,53.91138553619385
68,43.714938163757324
69,16.902727603912354
70,54.859070777893066
71,4.295528292655945
72,37.741596698760986
73,29.544179439544678
74,43.70874786376953
75,29.565380096435547
76,25.027160167694092
77,17.014430284500122
78,47.54712963104248
79,43.94710111618042
80,18.1198832988739
81,2.185247018933296
82,52.7539644241333
83,37.313775062561035
84,32.07216739654541
85,22.240816593170166
86,41.68573331832886
87,48.40548229217529
88,28.226237773895264
89,47.43062686920166
90,31.742475986480713
91,45.9998722076416
92,30.72973394393921
93,36.675766468048096
94,37.51694202423096
95,9.22555947303772
96,39.20048999786377
97,32.55848217010498
98,23.059906482696533
99,42.74193525314331
100,22.251360416412354
101,13.276979207992554
102,12.653481602668762
103,31.63489294052124
104,42.72232961654663
105,46.686166763305664
106,2.345355123281479
107,26.850945472717285
108,36.708420276641846
109,11.750215530395508
110,30.157567024230957
111,2.8595496118068695
112,46.698580741882324
113,20.43865656852722
114,30.43413019180298
115,18.08497714996338
116,47.76661491394043
117,37.396151065826416
118,7.781562328338623
119,44.49199390411377
120,41.44926357269287
121,42.051204681396484
122,31.19882822036743
123,19.64081883430481
124,1.8951936960220337
125,40.643826484680176
126,61.174248695373535
127,27.542053699493408
128,51.70529556274414
129,19.988057851791382
130,45.86634159088135
131,14.81596565246582
132,39.33122634887695
133,17.22852063179016
134,11.81562888622284
135,43.95930767059326
136,44.50281620025635
137,24.16215991973877
138,27.298107147216797
139,5.934544324874878
140,24.05936622619629
141,32.06472158432007
142,49.42826271057129
143,27.566864490509033
144,21.46097230911255
145,43.69887065887451
146,12.448224782943726
147,4.60462399572134
148,37.47887849807739
149,46.031198501586914
150,26.393619537353516
151,40.474332332611084
152,16.82175087928772
153,26.44042682647705
154,53.672624588012695
155,52.75930213928223
156,46.38633728027344
157,41.61657381057739
158,14.386601448059082
159,39.26519727706909
160,29.80829429626465
161,29.727574348449707
162,60.94245719909668
163,40.53033256530762
164,27.227277278900146
165,39.68252611160278
166,29.408880710601807
167,28.630135536193848
168,3.281897008419037
169,43.25969123840332
170,16.841795325279236
171,67.52662563323975
172,60.83164882659912
173,40.08918237686157
174,45.5277624130249
175,28.559369564056396
176,24.01806402206421
177,50.72775363922119
178,24.455474853515625
179,25.78598928451538
180,48.36474132537842
181,42.64764451980591
182,36.79960489273071
183,1.2814342975616455
184,36.148141384124756
185,14.75987434387207
186,59.43690586090088
187,43.033979415893555
188,24.949066638946533
189,29.691251754760742
190,49.22377681732178
191,33.68084764480591
192,59.78829765319824
193,44.337636947631836
194,23.835768699645996
195,29.716649532318115
196,0.3242960460484028
197,41.40686559677124
198,46.1555118560791
199,2.655456990003586
200,15.72950530052185
201,15.198899745941162
202,13.930211782455444
203,38.59576177597046
204,14.797897100448608
205,34.911277770996094
206,19.576355814933777
207,8.808356165885925
208,22.82208800315857
209,47.46660614013672
210,48.44514083862305
211,41.62539291381836
212,34.88748121261597
213,22.46046733856201
214,28.829519748687744
215,59.96376132965088
216,39.159504413604736
217,62.73084831237793
218,37.43533182144165
219,22.775554656982422
220,4.154555685818195
221,9.208821296691895
222,39.93276119232178
223,36.22135925292969
224,38.90952491760254
225,33.278125286102295
226,29.546700954437256
227,61.03261947631836
